Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,MeanWorkingHours,WorkDays,OverTimeFrequency
33,No,Travel_Rarely,Research & Development,15,4,Life Sciences,2287,Female,1,Sales Executive,Single,62010,2.0,15,3,14.0,2,0,0,0,2,3,4.0,3.0,3.0,8.49256427915519,242,0.9586776859504132
32,No,Travel_Rarely,Research & Development,7,3,Life Sciences,2288,Female,3,Laboratory Technician,Single,44030,2.0,20,0,10.0,3,5,0,0,2,4,3.0,4.0,4.0,7.435967391304349,230,0.02608695652173913
54,No,Travel_Frequently,Sales,10,3,Life Sciences,2289,Female,4,Research Scientist,Divorced,37610,3.0,12,0,26.0,3,14,1,12,2,3,2.0,4.0,3.0,6.9728671497584545,230,0.0
29,Yes,Travel_Rarely,Research & Development,5,3,Life Sciences,2290,Female,2,Research Scientist,Single,109340,6.0,17,2,11.0,2,9,0,7,3,3,1.0,1.0,1.0,6.55087706855792,235,0.0
44,No,Travel_Rarely,Sales,26,1,Marketing,2291,Male,1,Sales Representative,Married,107610,3.0,11,1,24.0,5,20,14,17,2,3,4.0,1.0,4.0,7.896398071625344,242,0.36363636363636365
39,No,Travel_Rarely,Sales,6,1,Technical Degree,2292,Female,2,Laboratory Technician,Single,51750,4.0,17,1,9.0,2,2,2,2,4,3,2.0,2.0,3.0,7.12839598108747,235,0.0
46,No,Travel_Rarely,Research & Development,4,2,Life Sciences,2293,Male,3,Manufacturing Director,Married,138260,8.0,11,0,23.0,1,13,5,1,2,3,3.0,2.0,4.0,7.025510973936901,243,0.00411522633744856
35,No,Travel_Rarely,Research & Development,23,4,Life Sciences,2294,Male,2,Research Scientist,Single,63340,1.0,14,0,11.0,2,11,3,3,4,3,4.0,2.0,1.0,6.211119179345321,241,0.0
23,No,Travel_Rarely,Research & Development,2,4,Medical,2295,Female,2,Manager,Single,49360,0.0,19,1,5.0,2,4,1,2,2,3,1.0,3.0,3.0,7.679793981481482,240,0.1375
40,Yes,Travel_Rarely,Research & Development,2,3,Medical,2296,Male,2,Research Director,Single,47750,3.0,15,1,15.0,3,5,1,0,4,3,4.0,1.0,1.0,7.591349700322729,241,0.08713692946058091
34,No,Travel_Rarely,Human Resources,2,3,Human Resources,2297,Male,2,Manufacturing Director,Married,28180,1.0,13,1,10.0,2,10,8,6,3,3,4.0,3.0,3.0,10.29017173812817,241,1.0
31,Yes,Travel_Frequently,Research & Development,29,3,Life Sciences,2298,Female,2,Healthcare Representative,Single,25150,1.0,14,0,7.0,3,7,7,7,2,3,4.0,3.0,1.0,6.366089181286549,228,0.0
50,No,Travel_Frequently,Research & Development,6,3,Medical,2299,Male,1,Manager,Single,23420,1.0,12,1,32.0,2,32,13,9,2,3,3.0,4.0,3.0,9.990187943262411,235,1.0
34,No,Travel_Rarely,Sales,25,5,Marketing,2300,Female,1,Research Scientist,Married,41940,0.0,17,2,12.0,3,11,5,7,3,3,2.0,3.0,3.0,10.499565972222221,240,1.0
42,No,Travel_Rarely,Research & Development,1,3,Life Sciences,2301,Female,1,Manufacturing Director,Married,106850,4.0,11,3,4.0,2,1,0,0,3,3,3.0,2.0,3.0,6.572412764003674,242,0.0
37,No,Travel_Rarely,Research & Development,2,2,Medical,2302,Male,1,Research Scientist,Married,20220,1.0,12,0,10.0,1,10,3,7,3,3,1.0,4.0,3.0,8.039399717514124,236,0.576271186440678
29,No,Travel_Rarely,Research & Development,1,3,Medical,2303,Female,1,Manager,Married,23140,3.0,13,0,9.0,5,7,0,7,4,3,3.0,1.0,3.0,6.17307438794727,236,0.0
33,No,Travel_Rarely,Research & Development,1,1,Life Sciences,2304,Male,1,Research Scientist,Single,42560,1.0,13,3,5.0,1,5,0,2,3,3,4.0,2.0,3.0,7.202849239280774,241,0.0
45,No,Travel_Rarely,Sales,3,3,Life Sciences,2305,Male,3,Laboratory Technician,Married,35800,4.0,20,1,8.0,1,5,0,3,2,4,4.0,4.0,3.0,5.9808260233918125,228,0.0
42,No,Travel_Frequently,Human Resources,1,4,Technical Degree,2306,Male,2,Manufacturing Director,Married,31620,2.0,17,2,24.0,1,20,13,9,3,3,4.0,4.0,1.0,8.106577635327636,234,0.6581196581196581
40,No,Travel_Rarely,Sales,10,1,Life Sciences,2307,Female,1,Manufacturing Director,Married,65240,0.0,13,1,9.0,2,8,7,1,4,3,1.0,1.0,4.0,6.2953141678796705,229,0.0
33,No,Travel_Rarely,Research & Development,9,3,Medical,2308,Female,2,Manufacturing Director,Married,28990,1.0,17,0,15.0,3,15,5,7,2,3,2.0,3.0,3.0,10.62316056910569,246,1.0
40,No,Travel_Rarely,Sales,5,5,Life Sciences,2309,Male,1,Manufacturing Director,Single,52310,1.0,12,2,21.0,4,21,7,7,3,3,3.0,4.0,3.0,8.38660327339788,241,0.8962655601659751
24,No,Travel_Rarely,Sales,10,2,Marketing,2310,Male,1,Manufacturing Director,Divorced,23560,0.0,13,0,2.0,5,1,0,0,3,3,3.0,1.0,3.0,6.11248611111111,240,0.0
40,No,Non-Travel,Research & Development,7,3,Medical,2311,Male,1,Research Scientist,Divorced,28000,3.0,12,2,8.0,0,2,2,2,2,3,4.0,4.0,3.0,8.397320127504553,244,0.9180327868852459
45,No,Travel_Rarely,Research & Development,4,3,Medical,2312,Female,3,Laboratory Technician,Divorced,118360,1.0,22,0,10.0,2,10,7,7,4,4,1.0,2.0,3.0,6.563907163742689,228,0.0
35,No,Travel_Rarely,Research & Development,10,1,Life Sciences,2313,Male,1,Healthcare Representative,Married,109030,0.0,11,0,6.0,3,5,4,2,4,3,2.0,3.0,3.0,7.803651927437641,245,0.2693877551020408
32,No,Travel_Rarely,Research & Development,22,4,Medical,2314,Male,1,Sales Executive,Married,29730,3.0,22,0,12.0,0,7,2,5,4,4,4.0,2.0,3.0,7.2867475386779175,237,0.008438818565400843
36,No,Travel_Rarely,Sales,9,3,Marketing,2315,Female,4,Research Scientist,Single,142750,3.0,18,1,7.0,5,3,1,2,2,3,3.0,4.0,2.0,9.097270685579195,235,1.0
48,No,Travel_Rarely,Research & Development,12,4,Medical,2316,Male,1,Laboratory Technician,Divorced,55620,8.0,13,1,18.0,2,8,7,7,3,3,3.0,3.0,3.0,7.873355696798494,236,0.3559322033898305
29,No,Travel_Rarely,Research & Development,23,4,Life Sciences,2317,Female,2,Healthcare Representative,Married,45370,6.0,18,1,5.0,5,1,0,0,4,3,3.0,3.0,2.0,7.791838913148957,229,0.2576419213973799
33,No,Travel_Rarely,Research & Development,9,1,Medical,2318,Male,1,Healthcare Representative,Married,76420,2.0,20,1,8.0,2,2,2,2,2,4,1.0,1.0,1.0,7.0970976223136715,243,0.0
30,Yes,Travel_Rarely,Research & Development,1,3,Other,2319,Male,3,Sales Executive,Married,179240,1.0,13,2,10.0,2,10,6,7,3,3,2.0,1.0,3.0,7.3961793372319695,228,0.03070175438596491
38,No,Travel_Frequently,Sales,9,3,Marketing,2320,Male,1,Manufacturing Director,Married,52040,3.0,13,1,10.0,2,6,1,2,3,3,3.0,3.0,3.0,6.897724051211705,243,0.0
35,No,Travel_Rarely,Sales,7,2,Life Sciences,2321,Male,1,Sales Executive,Single,22770,1.0,12,1,3.0,2,3,1,2,3,3,4.0,1.0,3.0,6.7887954876273655,229,0.0
30,No,Travel_Rarely,Research & Development,14,3,Technical Degree,2322,Male,5,Research Director,Married,27950,3.0,13,0,9.0,4,4,1,3,3,3,3.0,2.0,3.0,6.514131179637787,227,0.0
35,Yes,Travel_Rarely,Research & Development,2,3,Medical,2323,Female,1,Research Scientist,Divorced,25320,1.0,13,0,1.0,2,1,0,0,1,3,1.0,1.0,3.0,9.681411443494776,234,1.0
53,Yes,Travel_Rarely,Research & Development,19,3,Life Sciences,2324,Male,2,Manager,Married,25590,0.0,25,0,34.0,2,33,1,9,3,4,3.0,4.0,3.0,6.491736975564776,241,0.0
38,Yes,Travel_Rarely,Research & Development,2,3,Medical,2325,Female,3,Sales Executive,Married,49080,4.0,19,1,7.0,3,5,1,4,2,3,3.0,2.0,3.0,7.6132035519125685,244,0.0942622950819672
32,No,Non-Travel,Research & Development,10,4,Life Sciences,2326,Female,5,Research Scientist,Married,23800,4.0,13,0,9.0,5,6,1,2,3,3,4.0,1.0,2.0,7.3854804189435335,244,0.040983606557377046
48,No,Travel_Rarely,Research & Development,2,5,Life Sciences,2327,Male,1,Sales Executive,Married,47650,8.0,12,1,10.0,4,8,7,6,3,3,3.0,1.0,2.0,7.093524154589372,230,0.0
34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,2328,Male,2,Sales Executive,Single,20440,1.0,11,0,1.0,2,1,0,0,3,3,1.0,4.0,1.0,7.419126461988305,228,0.03070175438596491
55,No,Travel_Rarely,Research & Development,11,1,Medical,2329,Female,1,Laboratory Technician,Married,26930,1.0,18,0,36.0,6,36,2,13,2,3,3.0,4.0,3.0,6.409076113558492,227,0.0
34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,2330,Male,2,Research Scientist,Married,65860,9.0,18,1,9.0,3,2,2,1,3,3,2.0,4.0,2.0,6.112743362831859,226,0.0
26,No,Travel_Rarely,Research & Development,4,3,Life Sciences,2331,Male,1,Research Director,Married,32940,1.0,11,0,1.0,6,1,0,0,3,3,1.0,4.0,3.0,7.3095327754532775,239,0.0041841004184100415
38,No,Travel_Rarely,Sales,14,2,Marketing,2332,Female,1,Sales Executive,Married,41710,0.0,23,0,10.0,4,9,7,7,4,4,3.0,2.0,3.0,6.96694785974499,244,0.0
38,No,Travel_Rarely,Research & Development,2,3,Life Sciences,2333,Female,1,Manufacturing Director,Single,27780,2.0,13,0,8.0,5,3,1,2,2,3,2.0,2.0,4.0,7.210002334267039,238,0.0
36,No,Travel_Rarely,Human Resources,1,3,Human Resources,2334,Male,1,Research Scientist,Single,23770,6.0,13,2,15.0,3,1,0,0,3,3,2.0,3.0,3.0,7.3856528964862305,234,0.021367521367521368
29,No,Travel_Rarely,Research & Development,10,3,Life Sciences,2335,Male,1,Sales Representative,Single,24040,1.0,17,0,10.0,3,10,1,5,2,3,2.0,1.0,3.0,8.066179971988797,238,0.6092436974789915
35,No,Travel_Rarely,Sales,12,2,Life Sciences,2336,Female,2,Sales Executive,Single,23180,3.0,19,0,10.0,4,5,0,4,4,3,1.0,3.0,3.0,9.31344467885607,237,1.0
39,No,Travel_Rarely,Sales,2,2,Medical,2337,Female,1,Sales Executive,Married,20080,2.0,12,0,11.0,3,7,7,6,3,3,4.0,3.0,3.0,7.799657651072125,228,0.2631578947368421
29,No,Travel_Frequently,Research & Development,5,1,Medical,2338,Female,1,Research Scientist,Divorced,62440,1.0,22,0,6.0,3,6,1,3,3,4,1.0,4.0,4.0,6.81141339869281,238,0.0
50,No,Travel_Rarely,Research & Development,4,2,Medical,2339,Female,1,Laboratory Technician,Married,27990,4.0,12,1,27.0,0,1,0,0,1,3,3.0,3.0,3.0,9.386987810595407,237,1.0
23,No,Travel_Rarely,Research & Development,7,2,Life Sciences,2340,Female,3,Manager,Married,105520,2.0,11,0,4.0,2,2,2,2,3,3,4.0,3.0,3.0,6.714817670093,227,0.0
36,No,Travel_Frequently,Sales,21,3,Life Sciences,2341,Male,2,Human Resources,Married,23290,3.0,15,0,9.0,2,3,0,2,3,3,1.0,1.0,3.0,9.199428946113494,233,1.0
42,No,Travel_Rarely,Research & Development,8,2,Life Sciences,2342,Female,5,Manager,Single,40140,8.0,13,1,24.0,3,1,0,1,3,3,4.0,4.0,3.0,5.996066159520517,241,0.0
35,No,Travel_Rarely,Sales,4,3,Medical,2343,Female,2,Laboratory Technician,Married,74030,1.0,12,1,10.0,4,10,6,8,3,3,2.0,3.0,2.0,6.42009219348659,232,0.0
34,No,Travel_Frequently,Research & Development,25,1,Life Sciences,2344,Female,1,Manager,Married,22590,1.0,14,0,8.0,2,8,7,7,3,3,4.0,3.0,2.0,6.023118239921337,226,0.0
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2345,Male,2,Laboratory Technician,Married,69320,1.0,13,0,5.0,5,5,1,2,3,3,4.0,1.0,3.0,6.508975256769375,238,0.0
43,No,Travel_Rarely,Research & Development,1,1,Other,2346,Male,1,Manager,Divorced,46780,5.0,25,1,8.0,0,6,0,2,4,4,4.0,2.0,3.0,6.996113465160075,236,0.0
35,No,Travel_Rarely,Sales,6,3,Marketing,2347,Female,3,Sales Representative,Married,135820,1.0,17,1,1.0,3,1,0,1,2,3,3.0,4.0,2.0,7.355165198237885,227,0.01762114537444934
46,No,Travel_Rarely,Research & Development,12,4,Technical Degree,2348,Male,1,Laboratory Technician,Single,23320,1.0,11,0,27.0,2,26,0,12,3,3,4.0,1.0,1.0,6.600259502923977,228,0.0
28,Yes,Travel_Rarely,Human Resources,1,3,Medical,2349,Female,2,Laboratory Technician,Married,24130,1.0,16,1,1.0,2,1,0,0,3,3,3.0,2.0,3.0,8.397721755368815,238,0.9201680672268907
22,No,Non-Travel,Sales,17,2,Marketing,2350,Male,3,Sales Executive,Married,97050,1.0,18,2,4.0,3,4,1,3,2,3,2.0,3.0,2.0,8.875546372819102,242,1.0
50,No,Travel_Frequently,Research & Development,3,3,Other,2351,Male,2,Research Scientist,Married,42940,2.0,20,0,32.0,2,30,12,13,2,4,2.0,3.0,3.0,9.39608477011494,232,1.0
32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,2352,Male,3,Research Scientist,Married,47210,3.0,14,1,6.0,3,3,0,2,3,3,2.0,4.0,3.0,6.289856973995271,235,0.0
44,No,Travel_Rarely,Research & Development,10,3,Technical Degree,2353,Male,3,Manager,Divorced,25190,0.0,21,2,23.0,2,22,1,10,3,4,2.0,4.0,2.0,8.780275462962964,240,1.0
30,No,Travel_Rarely,Research & Development,4,3,Medical,2354,Female,1,Research Director,Married,21210,1.0,13,1,6.0,2,6,1,1,3,3,2.0,2.0,2.0,6.612596200096201,231,0.0
45,No,Travel_Rarely,Sales,29,2,Technical Degree,2355,Female,2,Research Scientist,Single,29730,1.0,12,0,10.0,2,10,1,4,3,3,3.0,1.0,3.0,8.90795908879591,239,0.99581589958159
45,No,Non-Travel,Sales,2,4,Life Sciences,2356,Male,2,Manufacturing Director,Married,58550,1.0,14,1,10.0,3,10,4,5,2,3,1.0,1.0,3.0,7.881596648301195,242,0.3512396694214876
31,No,Travel_Frequently,Research & Development,7,3,Medical,2357,Male,2,Research Scientist,Single,36170,7.0,21,1,10.0,5,5,0,3,3,4,4.0,1.0,3.0,7.217484230955846,229,0.0
36,No,Travel_Rarely,Research & Development,18,1,Medical,2358,Male,2,Manufacturing Director,Married,67250,9.0,17,1,7.0,3,3,1,1,3,3,3.0,3.0,3.0,10.913562948028675,248,1.0
34,No,Travel_Frequently,Sales,28,4,Marketing,2359,Male,5,Manufacturing Director,Divorced,103250,1.0,11,1,9.0,3,9,7,2,2,3,3.0,4.0,3.0,6.067014814814814,225,0.0
49,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2360,Male,3,Healthcare Representative,Married,69490,1.0,14,1,10.0,2,9,1,4,3,3,3.0,1.0,2.0,7.268998178506376,244,0.00819672131147541
39,No,Travel_Rarely,Research & Development,6,2,Life Sciences,2361,Male,3,Research Scientist,Married,106090,2.0,17,1,10.0,2,7,7,7,3,3,2.0,1.0,3.0,6.571264749262538,226,0.0
27,No,Travel_Rarely,Research & Development,2,1,Life Sciences,2362,Male,4,Research Scientist,Divorced,44470,1.0,13,0,7.0,4,7,0,7,3,3,4.0,1.0,3.0,6.109443247126437,232,0.0
35,No,Travel_Rarely,Research & Development,2,3,Medical,2363,Female,2,Sales Executive,Married,21570,1.0,25,0,16.0,1,16,1,10,2,4,2.0,1.0,3.0,7.590426328502415,230,0.11304347826086956
28,No,Travel_Rarely,Research & Development,23,3,Life Sciences,2364,Male,3,Manufacturing Director,Divorced,46010,0.0,15,2,6.0,2,5,0,0,3,3,2.0,1.0,2.0,7.4313206214689265,236,0.025423728813559324
21,No,Travel_Rarely,Research & Development,3,1,Life Sciences,2365,Female,1,Laboratory Technician,Single,170990,1.0,14,1,3.0,2,2,2,2,3,3,3.0,4.0,3.0,7.932450023245003,239,0.3891213389121339
18,Yes,Travel_Frequently,Research & Development,3,5,Medical,2366,Male,1,Research Director,Single,24790,2.0,12,1,0.0,2,0,0,0,2,3,2.0,4.0,4.0,8.383343037360506,229,0.9082969432314411
47,No,Travel_Rarely,Research & Development,25,4,Medical,2367,Male,2,Research Scientist,Married,148520,3.0,19,3,27.0,3,5,1,0,2,3,4.0,3.0,3.0,6.011422413793104,232,0.0
39,No,Travel_Rarely,Sales,2,4,Life Sciences,2368,Male,1,Laboratory Technician,Divorced,72640,0.0,17,0,10.0,5,10,0,7,3,3,3.0,3.0,3.0,6.8945231071779745,226,0.0
40,No,Travel_Rarely,Research & Development,22,1,Life Sciences,2369,Male,1,Laboratory Technician,Married,56660,1.0,14,1,18.0,2,18,14,12,3,3,1.0,3.0,3.0,7.528335717691941,233,0.06866952789699571
35,No,Non-Travel,Research & Development,29,3,Medical,2370,Female,2,Sales Executive,Married,78230,1.0,13,1,15.0,3,14,2,9,3,3,3.0,3.0,3.0,6.192031400966184,230,0.0
37,No,Travel_Rarely,Research & Development,29,4,Technical Degree,2371,Male,1,Laboratory Technician,Married,78800,3.0,12,1,9.0,2,4,0,2,4,3,3.0,3.0,2.0,8.02385815118397,244,0.5573770491803278
39,No,Travel_Frequently,Research & Development,2,3,Technical Degree,2372,Female,2,Manager,Single,131940,0.0,11,0,10.0,2,9,3,8,3,3,1.0,3.0,1.0,6.660232860520095,235,0.0
45,No,Travel_Rarely,Research & Development,28,3,Life Sciences,2373,Female,2,Laboratory Technician,Divorced,50670,1.0,11,2,10.0,3,10,3,9,2,3,4.0,4.0,3.0,7.3266199908925325,244,0.02459016393442623
38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,2374,Female,3,Sales Executive,Married,50790,3.0,11,0,10.0,3,5,0,2,3,3,4.0,3.0,4.0,9.60052240512117,243,1.0
35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,2375,Male,3,Healthcare Representative,Married,23210,9.0,12,1,15.0,0,13,6,0,3,3,4.0,1.0,3.0,5.999986942070276,234,0.0
37,No,Travel_Rarely,Research & Development,22,3,Life Sciences,2376,Female,2,Healthcare Representative,Married,174440,1.0,14,0,8.0,4,8,7,7,3,3,2.0,2.0,1.0,7.9860350241545905,230,0.47391304347826085
40,No,Travel_Rarely,Research & Development,8,3,Technical Degree,2377,Female,2,Healthcare Representative,Single,24040,6.0,17,0,18.0,2,4,3,3,2,3,3.0,4.0,2.0,9.199227316836488,229,1.0
44,No,Travel_Frequently,Sales,2,2,Marketing,2378,Male,1,Laboratory Technician,Married,34520,4.0,11,1,14.0,2,10,0,2,2,3,1.0,4.0,3.0,8.61523896166909,229,0.9737991266375546
48,No,Travel_Frequently,Sales,10,4,Marketing,2379,Female,3,Manager,Married,22700,2.0,14,3,23.0,2,2,2,2,3,3,3.0,4.0,3.0,7.076158564814815,240,0.0
35,Yes,Travel_Rarely,Research & Development,9,3,Life Sciences,2380,Male,2,Manager,Divorced,173990,6.0,12,0,7.0,3,2,2,2,1,3,3.0,4.0,2.0,10.70255060728745,247,1.0
24,No,Travel_Frequently,Research & Development,15,3,Life Sciences,2381,Male,2,Research Scientist,Single,54880,1.0,22,1,6.0,6,6,1,3,3,4,1.0,4.0,3.0,8.66787419651056,242,0.9917355371900827
27,No,Travel_Rarely,Sales,10,4,Life Sciences,2382,Male,3,Sales Executive,Married,194190,7.0,14,1,5.0,2,3,0,2,1,3,2.0,3.0,3.0,7.234342706904435,243,0.00411522633744856
27,No,Travel_Frequently,Research & Development,7,3,Life Sciences,2383,Male,1,Research Scientist,Single,28110,2.0,20,0,6.0,3,4,1,2,3,4,4.0,4.0,2.0,6.421498792270531,230,0.0
40,Yes,Travel_Rarely,Sales,16,4,Marketing,2384,Male,1,Research Director,Single,36330,3.0,16,2,10.0,0,4,0,3,3,3,1.0,1.0,1.0,10.471295918367346,245,1.0
29,No,Travel_Rarely,Research & Development,20,1,Medical,2385,Female,2,Manager,Single,41630,9.0,15,1,8.0,4,5,1,4,2,3,3.0,3.0,3.0,7.3178529143898,244,0.01639344262295082
36,No,Travel_Rarely,Research & Development,23,3,Life Sciences,2386,Female,3,Sales Executive,Married,21320,4.0,20,0,9.0,1,3,0,2,2,4,2.0,1.0,3.0,7.927488568815729,243,0.39094650205761317
25,No,Travel_Frequently,Sales,5,1,Marketing,2387,Male,4,Manufacturing Director,Divorced,139730,1.0,14,0,7.0,3,7,0,7,2,3,4.0,3.0,3.0,6.126019736842106,228,0.0
39,No,Travel_Rarely,Sales,10,3,Marketing,2388,Female,2,Research Director,Married,26840,4.0,12,0,7.0,2,5,1,0,3,3,4.0,2.0,3.0,6.755457302280447,229,0.0
49,No,Travel_Rarely,Sales,4,2,Life Sciences,2389,Male,2,Research Director,Married,108450,3.0,24,0,27.0,4,4,1,2,2,4,1.0,2.0,3.0,7.779442028985508,230,0.25217391304347825
50,No,Travel_Rarely,Research & Development,2,2,Medical,2390,Male,3,Sales Executive,Divorced,43770,5.0,12,1,19.0,2,14,1,11,2,3,4.0,1.0,3.0,7.804605200945627,235,0.3021276595744681
20,No,Travel_Rarely,Research & Development,18,4,Medical,2391,Female,2,Sales Executive,Single,37430,1.0,13,1,2.0,2,2,2,2,3,3,3.0,3.0,3.0,6.620019323671499,230,0.0
34,No,Travel_Rarely,Research & Development,10,3,Medical,2392,Male,3,Laboratory Technician,Divorced,41480,1.0,11,0,11.0,3,11,7,9,3,3,4.0,2.0,3.0,7.673401600753296,236,0.15254237288135594
36,No,Travel_Rarely,Research & Development,1,3,Life Sciences,2393,Female,2,Healthcare Representative,Single,10510,2.0,14,0,15.0,2,4,1,3,3,3,1.0,2.0,3.0,5.97903727445394,234,0.0
49,No,Travel_Rarely,Human Resources,6,2,Life Sciences,2394,Female,2,Research Scientist,Married,107390,2.0,11,3,30.0,3,15,2,12,3,3,3.0,3.0,3.0,8.466084379358438,239,0.9497907949790795
36,No,Non-Travel,Research & Development,8,4,Life Sciences,2395,Male,4,Laboratory Technician,Married,103880,0.0,14,0,4.0,2,3,1,2,3,3,4.0,3.0,3.0,8.007373842592592,240,0.5208333333333334
36,No,Travel_Rarely,Research & Development,2,2,Medical,2396,Female,2,Healthcare Representative,Divorced,114160,6.0,16,0,13.0,2,5,0,4,3,3,4.0,1.0,3.0,6.281566713156672,239,0.0
54,No,Travel_Rarely,Sales,24,3,Marketing,2397,Male,1,Laboratory Technician,Married,26000,3.0,14,0,36.0,5,10,4,7,3,3,2.0,3.0,3.0,7.595829694323145,229,0.08733624454148471
43,No,Travel_Rarely,Research & Development,2,4,Life Sciences,2398,Female,1,Research Scientist,Married,24220,1.0,11,1,14.0,2,14,6,11,3,3,3.0,3.0,3.0,7.5818502622794455,233,0.055793991416309016
35,Yes,Travel_Frequently,Research & Development,17,4,Medical,2399,Male,1,Research Director,Single,54720,3.0,11,1,13.0,3,11,6,7,2,3,4.0,4.0,4.0,8.39245527306968,236,0.8983050847457628
38,No,Travel_Frequently,Research & Development,19,2,Life Sciences,2400,Male,2,Research Scientist,Married,24510,7.0,12,1,19.0,3,13,2,9,3,3,4.0,4.0,4.0,7.190964791952446,243,0.00411522633744856
29,No,Travel_Rarely,Research & Development,1,2,Medical,2401,Male,2,Sales Representative,Divorced,42400,1.0,14,0,10.0,2,10,0,9,2,3,1.0,2.0,2.0,10.692972910927457,242,1.0
33,No,Travel_Rarely,Research & Development,7,3,Medical,2402,Male,5,Sales Executive,Divorced,109990,1.0,18,3,6.0,3,6,0,4,2,3,4.0,4.0,3.0,6.363958333333334,228,0.0
32,No,Travel_Rarely,Research & Development,5,4,Technical Degree,2403,Male,5,Research Scientist,Divorced,50030,0.0,13,0,10.0,5,9,1,6,3,3,4.0,2.0,2.0,6.588329889807163,242,0.0
31,No,Travel_Rarely,Research & Development,28,4,Technical Degree,2404,Female,2,Sales Executive,Married,127420,1.0,11,0,10.0,4,10,0,2,2,3,1.0,4.0,3.0,7.418722451790634,242,0.03305785123966942
49,No,Travel_Rarely,Research & Development,2,4,Medical,2405,Male,1,Laboratory Technician,Divorced,42270,4.0,18,0,17.0,3,2,2,2,2,3,4.0,1.0,2.0,9.698152664859983,246,1.0
38,No,Travel_Frequently,Sales,29,2,Medical,2406,Female,1,Sales Executive,Single,39170,1.0,15,3,4.0,2,4,3,3,3,3,4.0,2.0,3.0,7.83037706855792,235,0.2553191489361702
47,No,Travel_Rarely,Research & Development,1,4,Medical,2407,Male,3,Laboratory Technician,Divorced,183030,6.0,22,1,29.0,2,3,1,2,2,4,2.0,2.0,3.0,6.737826867816091,232,0.0
49,No,Travel_Rarely,Research & Development,21,3,Medical,2408,Male,2,Manufacturing Director,Single,23800,4.0,13,0,23.0,3,8,0,0,1,3,3.0,3.0,3.0,6.414545873674505,241,0.0
41,No,Travel_Rarely,Research & Development,24,4,Life Sciences,2409,Female,4,Manager,Single,137260,3.0,12,0,21.0,6,2,0,2,4,3,4.0,3.0,3.0,10.988097643097642,231,1.0
20,No,Travel_Rarely,Research & Development,1,3,Life Sciences,2410,Male,1,Sales Representative,Single,47770,1.0,18,1,2.0,3,2,0,2,3,3,4.0,1.0,3.0,7.6711191129401,243,0.12757201646090535
33,No,Non-Travel,Research & Development,18,2,Medical,2411,Female,2,Healthcare Representative,Divorced,63850,1.0,13,0,7.0,6,6,1,2,2,3,3.0,4.0,3.0,9.468951760402378,243,1.0
36,No,Travel_Rarely,Research & Development,2,2,Technical Degree,2412,Male,3,Sales Executive,Married,199730,6.0,12,0,10.0,2,3,0,2,3,3,1.0,3.0,2.0,5.988968089990817,242,0.0
44,No,Travel_Rarely,Research & Development,9,3,Technical Degree,2413,Female,3,Healthcare Representative,Divorced,68610,4.0,12,0,8.0,2,2,2,2,2,3,3.0,4.0,3.0,8.491249418874942,239,0.9497907949790795
23,Yes,Travel_Rarely,Human Resources,6,3,Life Sciences,2414,Female,3,Laboratory Technician,Single,49690,1.0,12,0,5.0,3,5,1,2,3,3,4.0,3.0,3.0,8.12734473556526,229,0.6419213973799127
38,No,Travel_Rarely,Research & Development,11,2,Life Sciences,2415,Male,1,Sales Executive,Married,198450,7.0,11,1,7.0,3,0,0,0,3,3,4.0,3.0,2.0,7.387090220385675,242,0.02066115702479339
53,No,Travel_Rarely,Research & Development,24,3,Life Sciences,2416,Male,4,Research Director,Married,133200,3.0,11,0,11.0,2,4,1,2,3,3,2.0,4.0,3.0,8.002307692307692,234,0.49572649572649574
48,Yes,Travel_Frequently,Sales,10,2,Marketing,2417,Male,1,Healthcare Representative,Married,63470,2.0,12,1,19.0,3,9,7,7,1,3,4.0,3.0,3.0,9.926055786076533,241,1.0
32,Yes,Travel_Rarely,Sales,1,3,Life Sciences,2418,Male,2,Research Scientist,Single,27430,1.0,19,1,1.0,2,1,0,0,3,3,4.0,2.0,3.0,7.4886062590975255,229,0.05240174672489083
26,No,Non-Travel,Research & Development,18,2,Medical,2419,Male,1,Human Resources,Single,108800,1.0,23,1,7.0,5,7,5,7,3,4,4.0,4.0,3.0,7.173929738562092,238,0.004201680672268907
55,No,Travel_Rarely,Research & Development,23,1,Life Sciences,2420,Male,5,Laboratory Technician,Divorced,23420,5.0,11,2,8.0,2,4,1,2,3,3,1.0,2.0,3.0,7.686730955846676,229,0.1703056768558952
